word_id,sentence_id,sentence,word,label
35242,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",ng,FIL
35243,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",december,ENG
35244,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",",",OTH
35245,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",dahil,FIL
35246,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",sa,FIL
35247,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",lifestyle,ENG
35248,2180,"ang dami ko time mag isip kung ano gagawin ko sa bday ko di nga ako sure kung aabot pa ako ng december , dahil sa lifestyle ko",ko,FIL
35249,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",Sabi,FIL
35250,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",ng,FIL
35251,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",ilan,FIL
35252,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",",",OTH
35253,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",iyon,FIL
35254,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",daw,FIL
35255,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",mga,FIL
35256,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",taong,FIL
35257,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",nagpako,FIL
35258,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",sa,FIL
35259,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",Panginoong,FIL
35260,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",Jesus,OTH
35261,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",sa,FIL
35262,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",krus,FIL
35263,2181,"Sabi ng ilan , iyon daw mga taong nagpako sa Panginoong Jesus sa krus .",.,OTH
35264,2182,Pati mga bugok na DDS nalilito,Pati,FIL
35265,2182,Pati mga bugok na DDS nalilito,mga,FIL
35266,2182,Pati mga bugok na DDS nalilito,bugok,FIL
35267,2182,Pati mga bugok na DDS nalilito,na,FIL
35268,2182,Pati mga bugok na DDS nalilito,DDS,OTH
35269,2182,Pati mga bugok na DDS nalilito,nalilito,FIL
35270,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,hindi,FIL
35271,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,ba,FIL
35272,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,bumababa,FIL
35273,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,dugo,FIL
35274,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,mo,FIL
35275,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,pag,FIL
35276,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,naliligo,FIL
35277,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,sa,FIL
35278,2183,hindi ba bumababa dugo mo pag naliligo sa gabi,gabi,FIL
35279,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,Kaya,FIL
35280,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,ba,FIL
35281,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,ng,FIL
35282,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,mga,FIL
35283,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,kasabihang,FIL
35284,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,ito,FIL
35285,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,na,FIL
35286,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,gawing,FIL
35287,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,tiwali,FIL
35288,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,ang,FIL
35289,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,mga,FIL
35290,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,tao,FIL
35291,2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?,?,OTH
35292,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,Nakipag,FIL
35293,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,sabayan,FIL
35294,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,sa,FIL
35295,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,puyatan,FIL
35296,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,kay,FIL
35297,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,Lhea,OTH
35298,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,seguro,FIL
35299,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,kakagising,FIL
35300,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,lng,FIL
35301,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,nya,FIL
35302,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,ngayon,FIL
35303,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,pra,FIL
35304,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,si,FIL
35305,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,Gwen,OTH
35306,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,matutulog,FIL
35307,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,ng,FIL
35308,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,3am,OTH
35309,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,pinaka,FIL
35310,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,maaga,FIL
35311,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,tulog,FIL
35312,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,ni,FIL
35313,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,Gwen,OTH
35314,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,4,OTH
35315,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,o'clock,ENG
35316,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,bro,ENG
35317,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,tapos,FIL
35318,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,magigising,FIL
35319,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,sya,FIL
35320,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,mga,FIL
35321,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,2pm,OTH
35322,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,maaga,FIL
35323,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,na,FIL
35324,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,ang,FIL
35325,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,1pm,OTH
35326,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,na,FIL
35327,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,gising,FIL
35328,2185,Nakipag sabayan sa puyatan kay Lhea seguro kakagising lng nya ngayon pra si Gwen matutulog ng 3am pinaka maaga tulog ni Gwen 4 o'clock bro tapos magigising sya mga 2pm maaga na ang 1pm na gising nya,nya,FIL
35329,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",Ramdam,FIL
35330,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ko,FIL
35331,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",k,OTH
35332,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",po,FIL
35333,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ang,FIL
35334,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",pasko,FIL
35335,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",#,OTH
35336,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",alexg,OTH
35337,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",",",OTH
35338,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ang,FIL
35339,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",paboritong,FIL
35340,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",panghada,FIL
35341,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ko,FIL
35342,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",po,FIL
35343,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ay,FIL
35344,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",pansit,FIL
35345,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",at,FIL
35346,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",biko,FIL
35347,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",sana,FIL
35348,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",matikman,FIL
35349,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ulit,FIL
35350,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ang,FIL
35351,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",ham,ENG
35352,2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham .",.,OTH
35353,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",Proactive,ENG
35354,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",din,FIL
35355,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",naman,FIL
35356,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",ako,FIL
35357,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",sa,FIL
35358,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",kalusugan,FIL
35359,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",ko,FIL
35360,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",",",OTH
35361,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",kaya,FIL
35362,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",nga,FIL
35363,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",umiinom,FIL
35364,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",ako,FIL
35365,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",ng,FIL
35366,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",gatas,FIL
35367,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",at,FIL
35368,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",vitamin,ENG
35369,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",C,OTH
35370,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",.,OTH
35371,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",At,FIL
35372,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",'yun,FIL
35373,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",na,FIL
35374,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",nga,FIL
35375,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",na-curios,CS
35376,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",ako,FIL
35377,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",sa,FIL
35378,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",yellow,ENG
35379,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",soft,ENG
35380,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",gel,ENG
35381,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",na,FIL
35382,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",ito,FIL
35383,2187,"Proactive din naman ako sa kalusugan ko , kaya nga umiinom ako ng gatas at vitamin C . At 'yun na nga na-curios ako sa yellow soft gel na ito .",.,OTH
35384,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",Pangungunahan,FIL
35385,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",ng,FIL
35386,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",PNP,OTH
35387,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",ang,FIL
35388,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",law,ENG
35389,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",enforcement,ENG
35390,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",operations,ENG
35391,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",",",OTH
35392,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",gaya,FIL
35393,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",ng,FIL
35394,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",pag-iimbestiga,FIL
35395,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",at,FIL
35396,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",pag-alalay,FIL
35397,2188,"Pangungunahan ng PNP ang law enforcement operations , gaya ng pag-iimbestiga at pag-alalay sa Comelec sa mga kasong may kinalaman sa eleksiyon .",sa,FIL
