word_id,sentence_id,sentence,word,label
16952,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",tayo,FIL
16953,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",babalik,FIL
16954,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",tayo,FIL
16955,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",sa,FIL
16956,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",pagiging,FIL
16957,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",abo,FIL
16958,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",",",OTH
16959,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",ako,FIL
16960,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",pag,FIL
16961,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",namatay,FIL
16962,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",walang,FIL
16963,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",may,FIL
16964,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",pake,FIL
16965,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",kase,FIL
16966,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",walang,FIL
16967,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",kwenta,FIL
16968,1049,"Sabi nila pag namatay tayo babalik tayo sa pagiging abo , ako pag namatay walang may pake kase walang kwenta ako",ako,FIL
16969,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,Pagod,FIL
16970,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,na,FIL
16971,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,tayo,FIL
16972,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,sa,FIL
16973,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,mga,FIL
16974,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,politikong,FIL
16975,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,corrupt,ENG
16976,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,at,FIL
16977,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,walang,FIL
16978,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,pakialam,FIL
16979,1050,Pagod na tayo sa mga politikong corrupt at walang pakialam .,.,OTH
16980,1051,Pwede na ako huminga ng maluwag .,Pwede,FIL
16981,1051,Pwede na ako huminga ng maluwag .,na,FIL
16982,1051,Pwede na ako huminga ng maluwag .,ako,FIL
16983,1051,Pwede na ako huminga ng maluwag .,huminga,FIL
16984,1051,Pwede na ako huminga ng maluwag .,ng,FIL
16985,1051,Pwede na ako huminga ng maluwag .,maluwag,FIL
16986,1051,Pwede na ako huminga ng maluwag .,.,OTH
16987,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Alam,FIL
16988,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",mo,FIL
16989,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",",",OTH
16990,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Dondon,OTH
16991,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",(,OTH
16992,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",my,ENG
16993,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",dear,ENG
16994,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",editor,ENG
16995,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",),OTH
16996,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",",",OTH
16997,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",noong,FIL
16998,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",mag-pictorial,CS
16999,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",sa,FIL
17000,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",isang,FIL
17001,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",hotel,ENG
17002,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",sa,FIL
17003,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Araneta,OTH
17004,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",City,ENG
17005,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",",",OTH
17006,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Cubao,OTH
17007,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",si,FIL
17008,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Maja,OTH
17009,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Salvador,OTH
17010,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",sometime,ENG
17011,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",in,ENG
17012,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",2019,OTH
17013,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",",",OTH
17014,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",at,FIL
17015,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",makatsikahan,FIL
17016,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",siya,FIL
17017,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",ng,FIL
17018,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",ilang,FIL
17019,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",press,ENG
17020,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",people,ENG
17021,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",",",OTH
17022,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",kinukulit,FIL
17023,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",na,FIL
17024,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",siya,FIL
17025,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",kung,FIL
17026,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",kailan,FIL
17027,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",sila,FIL
17028,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",magpapakasal,FIL
17029,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",ng,FIL
17030,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",boyfriend,ENG
17031,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",niyang,FIL
17032,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",si,FIL
17033,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Rambo,OTH
17034,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",Nuez,OTH
17035,1052,"Alam mo , Dondon ( my dear editor ) , noong mag-pictorial sa isang hotel sa Araneta City , Cubao si Maja Salvador sometime in 2019 , at makatsikahan siya ng ilang press people , kinukulit na siya kung kailan sila magpapakasal ng boyfriend niyang si Rambo Nuez .",.,OTH
17036,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,napapa,FIL
17037,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,subscribed,ENG
17038,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,ako,FIL
17039,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,kay,FIL
17040,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,Ms,ENG
17041,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,jelai,OTH
17042,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,sa,FIL
17043,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,kabutihan,FIL
17044,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,ng,FIL
17045,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,loob,FIL
17046,1054,napapa subscribed ako kay Ms jelai sa kabutihan ng loob niya,niya,FIL
17047,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,Kapag,FIL
17048,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,po,FIL
17049,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,talaga,FIL
17050,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,sa,FIL
17051,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,customer,ENG
17052,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,service,ENG
17053,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,magugulat,FIL
17054,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,ka,FIL
17055,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,nalang,FIL
17056,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,sa,FIL
17057,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,ugali,FIL
17058,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,ng,FIL
17059,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,ibang,FIL
17060,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,tao,FIL
17061,1056,Kapag po talaga sa customer service magugulat ka nalang sa ugali ng ibang tao .,.,OTH
17062,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",Naipasa,FIL
17063,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",naman,FIL
17064,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",ni,FIL
17065,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",Jose,OTH
17066,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",Villanueva,OTH
17067,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",ang,FIL
17068,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",angking-husay,FIL
17069,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",sa,FIL
17070,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",boxing,ENG
17071,1057,"Naipasa naman ni Jose Villanueva ang angking-husay sa boxing sa kaniyang anak na si Anthony Villanueva , na nagwagi naman ng silver medal para sa featherweight division .",sa,FIL
